,name,price,color,feature_dict,link
528,"
Tempish Controll junior","
31.13 €","
black / yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:'], 'Key': ['2016', 'The lower number, the harder shaft', 'Score grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Focus', 'Indicates the hardness of the blade', 'No']}",https://www.efloorball.net/p/14340/floorball-stick-tempish-controll-junior-16?ts=p_1_3_529
529,"
Unihoc Basic Unihoc Reactor Pro","
139.61 €","
white / black","{'Name': ['Season:', 'Sticks material: ', 'Handling shape: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2014', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'No', 'straight']}",https://www.efloorball.net/p/14305/set-unihoc-reactor-pro-13?ts=p_1_1_530
530,"
Salming Raven Tourlite Aero Oval","
79.77 € 


Recommended retail price:  139.61 €


","
Grey / pink","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'X3M', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Raven', 'Indicates the hardness of the blade', 'yes', '215g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/35095/salming-raven-tourlite-aero-oval-floorball-stick?ts=p_1_3_531
531,"
Salming Hawk Tourlite Touch+ SMU + Stickbag","
79.41 € 


Recommended retail price:  138.45 €


","
white / orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/34329/salming-hawk-tourlite-touchplus-smu-stickbag-floorball-stick-and-stickbag-set?ts=p_1_3_532
532,"
Salming Q1 Tourlite JR","
39.86 € 


Recommended retail price:  67.79 €


","
33mm","{'Name': ['Season:', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'X3M', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Quest1', 'Indicates the hardness of the blade', 'yes', '230g', 'straight', '60 % carbon / 40 % glass fiber']}",https://www.efloorball.net/p/35123/salming-q1-tourlite-jr-floorball-stick?ts=p_1_1_533
533,"
Unihoc ICONIC Composite FL 28 white/black","
45.45 € 


Recommended retail price:  75.78 €


","
white / black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Elite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'ICONIC', 'Indicates the hardness of the blade', 'yes', '245g', 'straight', '23 % carbon / 77 % glass fibre']}",https://www.efloorball.net/p/35174/unihoc-iconic-composite-fl-28-white-black-floorball-stick?ts=p_1_3_534
534,"
Unihoc EPIC GLNT SUPERSKIN Comp 30 white","
67.79 €","
White / Grey","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Top Grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '246g', 'straight', '5 % carbon / 95 % glass fibre']}",https://www.efloorball.net/p/38120/unihoc-epic-glnt-superskin-comp-30-white-floorball-stick?ts=p_1_3_535
535,"
Unihoc EPIC GLNT SUPERSKIN Comp 30 black","
65.80 € 


Recommended retail price:  71.78 €


","
Black / Silver","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Top Grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', 'straight', '5 % carbon / 95 % glass fibre']}",https://www.efloorball.net/p/35817/unihoc-epic-glnt-superskin-comp-30-black-floorball-stick?ts=p_1_3_536
536,"
Tempish PRO LUX 28","
33.12 € 


Recommended retail price:  33.36 €


","
black / green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Opti fix', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Marvel', 'Indicates the hardness of the blade', 'yes']}",https://www.efloorball.net/p/14337/floorball-stick-tempish-pro-lux-28-16?ts=p_1_3_537
537,"
MPS BLACK HAWK Black IFF","
29.93 €","
Black","{'Name': ['Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'SHOOT', 'Indicates the hardness of the blade', 'yes', '252g', 'straight', '23 % carbon / 77 % glass fibre']}",https://www.efloorball.net/p/40270/mps-black-hawk-black-iff-floorball-stick?ts=p_1_1_538
538,"
Eurostick Alpha","
8.18 € 


Recommended retail price:  9.54 €


","
Reversible","{'Name': ['Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'No', 'straight']}",https://www.efloorball.net/p/17194/floorball-stick-alpha-senior-95-107cm-15?ts=p_1_1_539
539,"
Unihoc EPIC Straight Edge Supershape 26 black/turquoise","
119.31 € 


Recommended retail price:  159.57 €


","
black / turquoise","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Supershape', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '211g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/35200/unihoc-epic-straight-edge-supershape-26-black-turquoise-floorball-stick?ts=p_1_1_540
540,"
Tempish CONTROLL MX3 set","
384.64 €","
black / yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Score grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Twenty', 'Indicates the hardness of the blade', 'No', 'straight']}",https://www.efloorball.net/p/34057/tempish-controll-mx3-set-floorball-set?ts=p_1_1_541
541,"
Unihoc UNITY Curve 1.5º 35 white/green","
47.85 € 


Recommended retail price:  79.77 €


","
white / green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Elite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Unity', 'Indicates the hardness of the blade', 'yes', '225g', 'curved', '5 % carbon / 95 % glass fibre']}",https://www.efloorball.net/p/33229/unihoc-unity-curve-1-5-35-white-green-floorball-stick?ts=p_1_3_542
542,"
Exel X-PLAY WHITE 3.2 ROUND SB","
42.81 €","
white / orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'T-3', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'X-BLADE', 'Indicates the hardness of the blade', 'yes', 'straight', '25 % carbon / 75 % glass fiber']}",https://www.efloorball.net/p/39438/exel-x-play-white-3-2-round-sb-floorball-stick?ts=p_1_3_543
543,"
Eurostick Street Talk Team set","
139.77 €","
orange / green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'yes', '246g', 'straight']}",https://www.efloorball.net/p/35425/necy-street-talk-team-set-floorball-set?ts=p_1_1_544
544,"
Zone floorball Harder PROLIGHT Reduced 27 Limited Edition","
150.78 € 


Recommended retail price:  215.42 €


","
black / gold","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Prolight', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'HARDER', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38032/zone-floorball-harder-prolight-reduced-27-limited-edition-floorball-stick?ts=p_1_1_545
545,"
Eurostick Beta Team set 95/107 cm","
80.88 € 


Recommended retail price:  92.65 €


","
Reversible","{'Name': ['Season:', 'Sticks material: ', 'Handling shape: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2019/2020', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'No', '220g', 'straight']}",https://www.efloorball.net/p/30899/necy-beta-95-team-set-95-107cm-floorball-set?ts=p_1_1_546
546,"
Unihoc EPIC SUPERSKIN MAX FL 29 white/silver","
100.51 € 


Recommended retail price:  147.60 €


","
white / silver","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '200g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/36999/unihoc-epic-superskin-max-fl-29-white-silver-floorball-stick?ts=p_1_1_547
547,"
MPS ACCUFLI AirTek A90 White","
19.11 € 


Recommended retail price:  19.51 €


","
white / black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Accufli A1', 'Indicates the hardness of the blade', 'No', '240g', 'straight']}",https://www.efloorball.net/p/38081/mps-accufli-airtek-a90-white-floorball-stick?ts=p_1_1_548
548,"
Eurostick SIOUX with bag","
164.52 €","
full color mix","{'Name': ['Season:', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'shaft type:'], 'Key': ['2019/2020', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'straight']}",https://www.efloorball.net/p/34239/necy-sioux-with-bag-floorball-set-with-bag?ts=p_1_1_549
549,"
Salming Campus 34","
27.90 €","
Reversible","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Campus Base', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Campus', 'Indicates the hardness of the blade', 'No', 'straight']}",https://www.efloorball.net/p/32194/salming-campus-34-stick-set-floorball-stick?ts=p_1_1_550
550,"
Unihoc EPIC CARBSKIN FL Curve 1.0º 26 black/white/blue","
131.63 € 


Recommended retail price:  227.40 €


","
black / white / blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Carbskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '193g', 'curved', '100 % carbon']}",https://www.efloorball.net/p/35212/unihoc-epic-carbskin-fl-curve-1-0-26-black-white-blue-floorball-stick?ts=p_1_1_551
551,"
Eurostick Meteor","
21.78 €","
grey / yellow","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'yes', '284g', 'straight']}",https://www.efloorball.net/p/35857/necy-meteor-floorball-stick?ts=p_1_1_552
552,"
Eurostick Street Talk Team set with bag","
164.52 €","
orange / green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'yes', '246g', 'straight']}",https://www.efloorball.net/p/35426/necy-street-talk-team-set-with-bag-floorball-set?ts=p_1_1_553
553,"
Eurostick Gamma set","
21.68 € 


Recommended retail price:  23.90 €


","
Reversible","{'Name': ['Sticks material: ', 'Handling shape: ', 'Blade name:', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'No', '300g', 'straight']}",https://www.efloorball.net/p/30904/necy-maxi-set-95-107cm-floorball-set?ts=p_1_1_554
554,"
Eurostick Azid Team Set 12","
365.17 € 


Recommended retail price:  395.81 €


","
green / white","{'Name': ['Flex: ', 'Sticks material: ', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:'], 'Key': ['The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'yes']}",https://www.efloorball.net/p/17072/floorball-set-azid-team-set-12-16?ts=p_1_1_555
555,"
Unihoc EPIC CARBSKIN 26 turquoise","
139.61 € 


Recommended retail price:  207.45 €


","
white / turquoise","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Carbskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '193g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/35864/unihoc-epic-carbskin-26-turquoise-floorball-stick?ts=p_1_1_556
556,"
Eurostick Zooperstar IFF","
27.22 €","
white / blue / black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/34351/necy-zooperstar-floorball-stick?ts=p_1_1_557
557,"
MPS Boomerang 30 set","
159.57 € 


Recommended retail price:  179.56 €


","
(13 - 15 years)","{'Name': ['Season:', 'Flex: ', 'Sticks material: ', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2018/2019', 'The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'No', '284g', 'straight']}",https://www.efloorball.net/p/32894/mps-boomerang-30-set-floorball-set?ts=p_1_1_558
558,"
Unihoc Basic Reactor Original","
111.69 €","
Reversible","{'Name': ['Season:', 'Sticks material: ', 'Handling shape: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2019/2020', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'No', 'straight']}",https://www.efloorball.net/p/14304/set-unihoc-reactor-original-13?ts=p_1_1_559
559,"
Zone floorball HARDER AIR Light 31 black/aqua blue","
53.83 € 


Recommended retail price:  71.78 €


","
Black / Blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Air grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'HARDER', 'Indicates the hardness of the blade', 'yes', '227g', 'straight']}",https://www.efloorball.net/p/37234/zone-floorball-harder-air-light-31-black-aqua-blue-floorball-stick?ts=p_1_1_560
560,"
Unihoc ICONIC SUPERSKIN REGULAR 24 white/silver","
71.78 € 


Recommended retail price:  125.69 €


","
white / silver","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'ICONIC', 'Indicates the hardness of the blade', 'yes', '225g', 'straight', '80 % carbon / 20 % glass fibre']}",https://www.efloorball.net/p/35179/unihoc-iconic-superskin-regular-24-white-silver-floorball-stick?ts=p_1_1_561
561,"
MPS FLASH","
16.36 €","
orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2018/2019', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'No', '255g', 'straight']}",https://www.efloorball.net/p/32782/mps-flash-floorball-stick?ts=p_1_1_562
562,"
Tempish PRO LUX 26","
33.12 € 


Recommended retail price:  33.36 €


","
black / green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Opti fix', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Marvel', 'Indicates the hardness of the blade', 'yes']}",https://www.efloorball.net/p/14336/floorball-stick-tempish-pro-lux-26-16?ts=p_1_1_563
563,"
Unihoc Basic Reactor Fiber","
165.15 €","
Reversible","{'Name': ['Season:', 'Sticks material: ', 'Handling shape: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2019/2020', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'No', 'straight']}",https://www.efloorball.net/p/14306/set-unihoc-reactor-fiber-13?ts=p_1_1_564
564,"
Unihoc EPIC TITAN Curve 2.0º Supershape 26 white/graphite","
87.39 € 


Recommended retail price:  153.61 €


","
white / graphite","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '229g', 'curved', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/35209/unihoc-epic-titan-curve-2-0-supershape-26-white-graphite-floorball-stick?ts=p_1_1_565
565,"
Eurostick Doz Team Set 12","
378.86 € 


Recommended retail price:  410.65 €


","
Orange / Black","{'Name': ['Season:', 'Flex: ', 'Sticks material: ', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'yes']}",https://www.efloorball.net/p/17074/floorball-set-doz-team-set-12-16?ts=p_1_1_566
566,"
Eurostick Gamma set 95/107 cm","
127.41 € 


Recommended retail price:  145.43 €


","
Reversible","{'Name': ['Flex: ', 'Sticks material: ', 'Handling shape: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'No', '300g', 'straight']}",https://www.efloorball.net/p/30900/necy-maxi-95-start-set-95-107cm-floorball-set?ts=p_1_1_567
567,"
Zone floorball MAKER AIR Light 29 white/ice green","
61.41 € 


Recommended retail price:  87.74 €


","
white / ice green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Air grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Maker', 'Indicates the hardness of the blade', 'yes', '227g', 'straight', '23 % carbon / 77 % glass fibre']}",https://www.efloorball.net/p/37257/zone-floorball-maker-air-light-29-white-ice-green-floorball-stick?ts=p_1_1_568
568,"
Eurostick Gamma set 95/107 cm","
127.41 €","
black / yellow","{'Name': ['Flex: ', 'Sticks material: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'No', '300g', 'straight']}",https://www.efloorball.net/p/25988/necy-maxi-95-107cm-team-set-floorball-set?ts=p_1_1_569
569,"
Unihoc EPIC CARBSKIN Curve 1.0º 29 black/blue","
111.32 € 


Recommended retail price:  185.53 €


","
Black / Blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Carbskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '195g', 'curved', '100 % carbon']}",https://www.efloorball.net/p/35210/unihoc-epic-carbskin-curve-1-0-29-black-blue-floorball-stick?ts=p_1_1_570
570,"
Zone floorball MAKER AIR Light 29 black/red","
50.24 € 


Recommended retail price:  87.74 €


","
black / red","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Air grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Maker', 'Indicates the hardness of the blade', 'yes', '227g', 'straight', '23 % carbon / 77 % glass fibre']}",https://www.efloorball.net/p/35222/zone-floorball-maker-air-light-29-black-red-floorball-stick?ts=p_1_1_571
571,"
Unihoc EPIC Curve 1.0º 32 neon orange","
52.63 € 


Recommended retail price:  87.74 €


","
neon orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Elite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '226g', 'curved', '5 % carbon / 95 % glass fibre']}",https://www.efloorball.net/p/33235/unihoc-epic-curve-1-0-32-neon-orange-floorball-stick?ts=p_1_1_572
572,"
Eurostick Alpha SCHOOL Floorball Set","
118.39 € 


Recommended retail price:  131.28 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'Weight:', 'shaft type:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', '300g', 'straight']}",https://www.efloorball.net/p/37440/eurostick-alpha-school-floorball-set-floorball-set-13-15-age?ts=p_1_1_573
573,"
Zone floorball MONSTR Composite Light 28 black/silver","
44.29 € 


Recommended retail price:  75.78 €


","
Black / Silver","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Original grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Monstr', 'Indicates the hardness of the blade', 'yes', '224g', 'straight']}",https://www.efloorball.net/p/35219/zone-floorball-monstr-composite-light-28-black-silver-floorball-stick?ts=p_1_1_574
574,"
Unihoc UNITY Feather Composite 28 white","
45.45 € 


Recommended retail price:  75.78 €


","
white / orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Elite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Unity', 'Indicates the hardness of the blade', 'yes', '240g', 'straight', '23 % carbon / 77 % glass fibre']}",https://www.efloorball.net/p/33228/unihoc-unity-feather-composite-28-white-floorball-stick?ts=p_1_1_575
575,"
Eurostick Pearl IFF","
30.93 € 


Recommended retail price:  33.92 €


","
pink","{'Name': ['Flex: ', 'Sticks material: ', 'Handling shape: ', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Indicates the hardness of the blade', 'yes', '270g', 'straight']}",https://www.efloorball.net/p/24508/necy-pearl-floorbal-stick?ts=p_1_1_576
576,"
Tempish Phase F32 green set","
335.16 €","
green / white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Phase', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Firm', 'Indicates the hardness of the blade', 'No', '225g', 'straight']}",https://www.efloorball.net/p/30487/tempish-phase-f32-green-set-floorball-set?ts=p_1_1_577
