,name,price,color,feature_dict,link
168,"
Zone floorball MAKER AIR Ultralight 28 ice white","
83.40 € 


Recommended retail price:  109.73 €


","
white","{'Name': ['Season:', 'Flex: ', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Maker', 'Indicates the hardness of the blade', 'yes', 'straight', '80 % carbon / 20 % glass fibre']}",https://www.efloorball.net/p/37259/zone-floorball-maker-air-ultralight-28-ice-white-floorball-stick?ts=p_1_3_169
169,"
Unihoc Basic STREET 35 white/orange","
16.73 € 


Recommended retail price:  18.12 €


","
white / black / orange","{'Name': ['Season:', 'Flex: ', 'Sticks material: ', 'Handling shape: ', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'straight']}",https://www.efloorball.net/p/27586/unihoc-street-35-white-orange-floorbal-stick?ts=p_1_3_170
170,"
Zone floorball MAKER AIR UL 29 glow white","
129.68 €","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Air grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Maker', 'Indicates the hardness of the blade', 'yes', '242g', 'straight', '40 % carbon / 60 % glass fiber']}",https://www.efloorball.net/p/39313/zone-floorball-maker-air-ul-29-glow-white-floorball-stick?ts=p_1_3_171
171,"
Exel E-FECT WHITE 2.9 ROUND MB","
139.25 € 


Recommended retail price:  158.61 €


","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Elite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '200g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39393/exel-e-fect-white-2-9-round-mb-floorball-stick?ts=p_1_3_172
172,"
LEXX Arctic A2 2,3 Black/Silver","
39.51 € 


Recommended retail price:  123.65 €


","
Black / Silver","{'Name': ['Season:', 'Flex: ', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:'], 'Key': ['2015', 'The lower number, the harder shaft', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'A2', 'Indicates the hardness of the blade', 'yes']}",https://www.efloorball.net/p/17224/floorball-stick-lexx-arctic-a2-2-3-black-silver-15?ts=p_1_3_173
173,"
Unihoc UNILITE SUPERSKIN MID 29 orange","
107.69 €","
neon orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'UNILITE', 'Indicates the hardness of the blade', 'yes', '246g', 'straight', '40 % carbon / 60 % glass fiber']}",https://www.efloorball.net/p/39327/unihoc-unilite-superskin-mid-29-orange-floorball-stick?ts=p_1_3_174
174,"
Salming Quest1 FatKick KZN TC 3°","
63.45 € 


Recommended retail price:  171.53 €


","
1 pcs","{'Name': ['Season:', 'Flex: ', 'Color:', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2016', 'The lower number, the harder shaft', 'white / black / red', 'X3M', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Quest1', 'Indicates the hardness of the blade', 'yes', 'curved']}",https://www.efloorball.net/p/21426/floorball-stick-salming-quest1-fatkick-kzn-tc-3-16?ts=p_1_3_175
175,"
Zone floorball ZUPER AIR SL 27 rainbow silver","
161.60 €","
silver","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Air grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Zuper', 'Indicates the hardness of the blade', 'yes', '204g', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/39479/zone-floorball-zuper-air-sl-27-rainbow-silver-floorball-stick?ts=p_1_3_176
176,"
Salming Flow Powerfly JR","
51.48 € 


Recommended retail price:  63.81 €


","
white / orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'X3M Grip PRO', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Flow', 'Indicates the hardness of the blade', 'yes', '230g', 'straight', '60 % carbon / 40 % glass fiber']}",https://www.efloorball.net/p/37347/salming-flow-powerfly-jr-floorball-stick?ts=p_1_3_177
177,"
Eurostick Master","
6.95 €",,"{'Name': ['Sticks material: ', 'Handling shape: ', 'Blade name:', 'IFF Certification:', 'shaft type:'], 'Key': ['Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'No', 'straight']}",https://www.efloorball.net/p/17128/floorball-stick-master-senior-95-106cm-15?ts=p_1_3_178
178,"
OxDog SENSE HES 25 TB OVAL MBC","
118.71 €","
black / turquoise","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Touch', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Optilight Carbon', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38639/oxdog-sense-hes-25-tb-oval-mbc-floorball-stick?ts=p_1_3_179
179,"
Exel E-LITE WHITE 2.6 OVAL MB","
115.32 € 


Recommended retail price:  128.68 €


","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'E-Lite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '185g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/39405/exel-e-lite-white-2-6-oval-mb-floorball-stick?ts=p_1_3_180
180,"
Unihoc Basic Set Unihoc SNIPER 30","
367.05 €","
white / blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Handling shape: ', 'Blade name:', 'IFF Certification:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Micro fiber Grip™', 'Indicates the shape when holding the stick', 'Ace', 'yes', 'straight']}",https://www.efloorball.net/p/27364/unihoc-set-unihoc-sniper-30-floorball-set?ts=p_1_3_181
181,"
Unihoc EPIC YOUNGSTER Composite 36 black","
37.87 €","
black / neon orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Elite', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '210g', 'straight']}",https://www.efloorball.net/p/39322/unihoc-epic-youngster-composite-36-black-floorball-stick?ts=p_1_3_182
182,"
OxDog HYPERLIGHT HES 29 BK SWEOVAL MBC","
151.23 € 


Old price:  168.58 €



","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Ultralight', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Optilight Carbon', 'Indicates the hardness of the blade', 'yes', 'straight', '100 % carbon']}",https://www.efloorball.net/p/38622/oxdog-hyperlight-hes-29-bk-sweoval-mbc-floorball-stick?ts=p_1_3_183
183,"
Unihoc UNILITE CARBSKIN TITAN 26 WHITE EDT","
219.41 €","
white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Carbskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'UNILITE', 'Indicates the hardness of the blade', 'yes', '184g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/40502/unihoc-unilite-carbskin-titan-26-white-edt-floorball-stick?ts=p_1_3_184
184,"
Fat Pipe K.O. 26 JAB","
111.72 € 


Recommended retail price:  119.66 €


","
grey / blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'WTB', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Jab', 'Indicates the hardness of the blade', 'yes', 'straight', '95 % carbon / 5 % glass fibre']}",https://www.efloorball.net/p/37621/fat-pipe-k-o-26-jab-floorball-stick?ts=p_1_3_185
185,"
OxDog CROSS 28 RD ROUND NB","
39.86 € 


Recommended retail price:  45.89 €


","
white / black / orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Touch', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Block', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/35564/oxdog-cross-28-rd-round-nb-floorball-stick?ts=p_1_3_186
186,"
Eurostick Rose Thorn","
9.94 € 


Recommended retail price:  11.94 €


",,"{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2019/2020', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'PEHD', 'Indicates the hardness of the blade', 'No', 'straight']}",https://www.efloorball.net/p/34357/necy-rose-thorn-floorball-stick?ts=p_1_3_187
187,"
Unihoc PLAYER Curve 3.0º 26 green/white","
173.57 €","
green / white","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Elite pro', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Player', 'Indicates the hardness of the blade', 'yes', '217g', 'curved', '5 % carbon / 95 % glass fibre']}",https://www.efloorball.net/p/39402/unihoc-player-curve-3-0-26-green-white-floorbal-stick?ts=p_1_3_188
188,"
Exel X-PLAY WHITE 2.6 ROUND SB","
75.74 €","
white / orange","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'T-3', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'X-BLADE', 'Indicates the hardness of the blade', 'yes', '230g', 'straight', '25 % carbon / 75 % glass fiber']}",https://www.efloorball.net/p/39435/exel-x-play-white-2-6-round-sb-floorball-stick?ts=p_1_3_189
189,"
Unihoc EPIC SUPERSKIN REGULAR 26 black/gold","
79.77 € 


Recommended retail price:  119.66 €


","
black / gold","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Superskin', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Epic', 'Indicates the hardness of the blade', 'yes', '220g', 'straight', '80 % carbon / 20 % glass fibre']}",https://www.efloorball.net/p/36995/unihoc-epic-superskin-regular-26-black-gold-floorball-stick?ts=p_1_3_190
190,"
FLOORBEE Albatross 36","
21.91 €","
black / neon green","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:'], 'Key': ['2020/2021', 'The lower number, the harder shaft', 'Protector', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'JET', 'Indicates the hardness of the blade', 'yes', '183g', 'straight']}",https://www.efloorball.net/p/34616/floorbee-albatross-36-floorball-stick?ts=p_1_3_191
191,"
Unihoc Basic Player 29 White/Black","
35.87 € 


Recommended retail price:  49.84 €


","
white / black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Player', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/38108/unihoc-basic-player-29-white-black-floorball-stick?ts=p_1_3_192
192,"
Salming Quest1 E Powerlite Aero 27 Neon Blue","
159.57 €","
neon blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'IFF Certification:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'X3M Grip PRO', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Quest1', 'yes', 'straight', '95 % carbon / 5 % Vectran']}",https://www.efloorball.net/p/40467/salming-quest1-e-powerlite-aero-27-neon-blue-floorball-stick?ts=p_1_3_193
193,"
Zone floorball ZUPER AIR JR 35 white/silver","
43.86 €","
white / silver","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Original grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'Zuper', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/39462/zone-floorball-zuper-air-jr-35-white-silver-floorball-stick?ts=p_1_3_194
194,"
MPS EVOLUTION Navy IFF","
22.95 €","
blue","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2022/2023', 'The lower number, the harder shaft', 'Basic', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'SHOOT', 'Indicates the hardness of the blade', 'yes', '250g', 'straight', '23 % carbon / 77 % glass fibre']}",https://www.efloorball.net/p/40271/mps-evolution-navy-iff-floorball-stick?ts=p_1_1_195
195,"
Exel IMPACT BLACK 2.9 ROUND MB","
79.41 € 


Recommended retail price:  167.19 €


","
Black","{'Name': ['Season:', 'Flex: ', 'Grip:', 'Sticks material: ', 'Handling shape: ', 'Blade name:', 'Blade Hardness: ', 'IFF Certification:', 'Weight:', 'shaft type:', 'Carbon content:'], 'Key': ['2021/2022', 'The lower number, the harder shaft', 'Rival Grip', 'Indicates the material used for producing the shaft', 'Indicates the shape when holding the stick', 'E-Fect', 'Indicates the hardness of the blade', 'yes', '200g', 'straight', '100 % carbon']}",https://www.efloorball.net/p/37746/exel-impact-black-2-9-round-mb-floorball-stick?ts=p_1_3_196
196,"
LEXX Swiss 2.6 NoVibrations SMU","
43.49 € 


Recommended retail price:  171.53 €


","
Oval","{'Name': ['Season:', 'Flex: ', 'Color:', 'Grip:', 'Sticks material: ', 'Blade Hardness: ', 'IFF Certification:', 'shaft type:'], 'Key': ['2016/2017', 'The lower number, the harder shaft', 'white / red', 'Classic 2-part grip', 'Indicates the material used for producing the shaft', 'Indicates the hardness of the blade', 'yes', 'straight']}",https://www.efloorball.net/p/25743/lexx-swiss-2-6-novibration-floorbal-stick?ts=p_1_3_197
